t_s,C_center
15180.000000,1.395858
15185.000000,1.395497
15190.000000,1.395135
15195.000000,1.394774
15200.000000,1.394413
15205.000000,1.394053
15210.000000,1.393692
15215.000000,1.393332
15220.000000,1.392971
15225.000000,1.392611
15230.000000,1.392251
15235.000000,1.391891
15240.000000,1.391531
15245.000000,1.391171
15250.000000,1.390811
15255.000000,1.390452
15260.000000,1.390092
15265.000000,1.389733
15270.000000,1.389374
15275.000000,1.389015
15280.000000,1.388656
15285.000000,1.388297
15290.000000,1.387938
15295.000000,1.387580
15300.000000,1.387221
15305.000000,1.386863
15310.000000,1.386505
15315.000000,1.386146
15320.000000,1.385788
15325.000000,1.385431
15330.000000,1.385073
15335.000000,1.384715
15340.000000,1.384358
15345.000000,1.384000
15350.000000,1.383643
15355.000000,1.383286
15360.000000,1.382929
15365.000000,1.382572
15370.000000,1.382215
15375.000000,1.381858
15380.000000,1.381502
15385.000000,1.381145
15390.000000,1.380789
15395.000000,1.380433
15400.000000,1.380077
15405.000000,1.379721
15410.000000,1.379365
15415.000000,1.379009
15420.000000,1.378654
15425.000000,1.378298
15430.000000,1.377943
15435.000000,1.377588
15440.000000,1.377232
15445.000000,1.376877
15450.000000,1.376523
15455.000000,1.376168
15460.000000,1.375813
15465.000000,1.375459
15470.000000,1.375104
15475.000000,1.374750
15480.000000,1.374396
15485.000000,1.374042
15490.000000,1.373688
15495.000000,1.373334
15500.000000,1.372980
15505.000000,1.372627
15510.000000,1.372273
15515.000000,1.371920
15520.000000,1.371567
15525.000000,1.371213
15530.000000,1.370860
15535.000000,1.370508
15540.000000,1.370155
15545.000000,1.369802
15550.000000,1.369450
15555.000000,1.369097
15560.000000,1.368745
15565.000000,1.368393
15570.000000,1.368041
15575.000000,1.367689
15580.000000,1.367337
15585.000000,1.366985
15590.000000,1.366634
15595.000000,1.366282
15600.000000,1.365931
15605.000000,1.365580
15610.000000,1.365228
15615.000000,1.364877
15620.000000,1.364527
15625.000000,1.364176
15630.000000,1.363825
15635.000000,1.363475
15640.000000,1.363124
15645.000000,1.362774
15650.000000,1.362424
15655.000000,1.362074
15660.000000,1.361724
15665.000000,1.361374
15670.000000,1.361024
15675.000000,1.360674
15680.000000,1.360325
15685.000000,1.359976
15690.000000,1.359626
15695.000000,1.359277
15700.000000,1.358928
15705.000000,1.358579
15710.000000,1.358231
15715.000000,1.357882
15720.000000,1.357533
15725.000000,1.357185
15730.000000,1.356837
15735.000000,1.356488
15740.000000,1.356140
15745.000000,1.355792
15750.000000,1.355444
15755.000000,1.355097
15760.000000,1.354749
15765.000000,1.354402
15770.000000,1.354054
15775.000000,1.353707
15780.000000,1.353360
15785.000000,1.353013
15790.000000,1.352666
15795.000000,1.352319
15800.000000,1.351972
15805.000000,1.351626
15810.000000,1.351279
15815.000000,1.350933
15820.000000,1.350586
15825.000000,1.350240
15830.000000,1.349894
15835.000000,1.349548
15840.000000,1.349203
15845.000000,1.348857
15850.000000,1.348511
15855.000000,1.348166
15860.000000,1.347821
15865.000000,1.347475
15870.000000,1.347130
15875.000000,1.346785
15880.000000,1.346440
15885.000000,1.346096
15890.000000,1.345751
15895.000000,1.345407
15900.000000,1.345062
15905.000000,1.344718
15910.000000,1.344374
15915.000000,1.344030
15920.000000,1.343686
15925.000000,1.343342
15930.000000,1.342998
15935.000000,1.342654
15940.000000,1.342311
15945.000000,1.341968
15950.000000,1.341624
15955.000000,1.341281
15960.000000,1.340938
15965.000000,1.340595
15970.000000,1.340252
15975.000000,1.339910
15980.000000,1.339567
15985.000000,1.339225
15990.000000,1.338882
15995.000000,1.338540
16000.000000,1.338198
16005.000000,1.337856
16010.000000,1.337514
16015.000000,1.337172
16020.000000,1.336830
16025.000000,1.336489
16030.000000,1.336147
16035.000000,1.335806
16040.000000,1.335465
16045.000000,1.335124
16050.000000,1.334783
16055.000000,1.334442
16060.000000,1.334101
16065.000000,1.333760
16070.000000,1.333420
16075.000000,1.333079
16080.000000,1.332739
16085.000000,1.332399
16090.000000,1.332059
16095.000000,1.331719
16100.000000,1.331379
16105.000000,1.331039
16110.000000,1.330699
16115.000000,1.330360
16120.000000,1.330020
16125.000000,1.329681
16130.000000,1.329342
16135.000000,1.329003
16140.000000,1.328664
16145.000000,1.328325
16150.000000,1.327986
16155.000000,1.327648
16160.000000,1.327309
16165.000000,1.326971
16170.000000,1.326632
16175.000000,1.326294
16180.000000,1.325956
16185.000000,1.325618
16190.000000,1.325280
16195.000000,1.324942
16200.000000,1.324605
16205.000000,1.324267
16210.000000,1.323930
16215.000000,1.323592
16220.000000,1.323255
16225.000000,1.322918
16230.000000,1.322581
16235.000000,1.322244
16240.000000,1.321908
16245.000000,1.321571
16250.000000,1.321234
16255.000000,1.320898
16260.000000,1.320562
16265.000000,1.320226
16270.000000,1.319889
16275.000000,1.319553
16280.000000,1.319218
16285.000000,1.318882
16290.000000,1.318546
16295.000000,1.318211
16300.000000,1.317875
16305.000000,1.317540
16310.000000,1.317205
16315.000000,1.316870
16320.000000,1.316535
16325.000000,1.316200
16330.000000,1.315865
16335.000000,1.315530
16340.000000,1.315196
16345.000000,1.314861
16350.000000,1.314527
16355.000000,1.314193
16360.000000,1.313859
16365.000000,1.313525
16370.000000,1.313191
16375.000000,1.312857
16380.000000,1.312524
16385.000000,1.312190
16390.000000,1.311857
16395.000000,1.311523
16400.000000,1.311190
16405.000000,1.310857
16410.000000,1.310524
16415.000000,1.310191
16420.000000,1.309858
16425.000000,1.309526
16430.000000,1.309193
16435.000000,1.308861
16440.000000,1.308528
16445.000000,1.308196
16450.000000,1.307864
16455.000000,1.307532
16460.000000,1.307200
16465.000000,1.306868
16470.000000,1.306536
16475.000000,1.306205
16480.000000,1.305873
16485.000000,1.305542
16490.000000,1.305211
16495.000000,1.304880
16500.000000,1.304549
16505.000000,1.304218
16510.000000,1.303887
16515.000000,1.303556
16520.000000,1.303226
16525.000000,1.302895
16530.000000,1.302565
16535.000000,1.302235
16540.000000,1.301904
16545.000000,1.301574
16550.000000,1.301244
16555.000000,1.300915
16560.000000,1.300585
16565.000000,1.300255
16570.000000,1.299926
16575.000000,1.299596
16580.000000,1.299267
16585.000000,1.298938
16590.000000,1.298609
16595.000000,1.298280
16600.000000,1.297951
16605.000000,1.297622
16610.000000,1.297293
16615.000000,1.296965
16620.000000,1.296636
16625.000000,1.296308
16630.000000,1.295980
16635.000000,1.295652
16640.000000,1.295324
16645.000000,1.294996
16650.000000,1.294668
16655.000000,1.294340
16660.000000,1.294013
16665.000000,1.293685
16670.000000,1.293358
16675.000000,1.293031
16680.000000,1.292704
16685.000000,1.292377
16690.000000,1.292050
16695.000000,1.291723
16700.000000,1.291396
16705.000000,1.291070
16710.000000,1.290743
16715.000000,1.290417
16720.000000,1.290090
16725.000000,1.289764
16730.000000,1.289438
16735.000000,1.289112
16740.000000,1.288786
16745.000000,1.288461
16750.000000,1.288135
16755.000000,1.287809
16760.000000,1.287484
16765.000000,1.287159
16770.000000,1.286834
16775.000000,1.286508
16780.000000,1.286183
16785.000000,1.285859
16790.000000,1.285534
16795.000000,1.285209
16800.000000,1.284884
16805.000000,1.284560
16810.000000,1.284236
16815.000000,1.283911
16820.000000,1.283587
16825.000000,1.283263
16830.000000,1.282939
16835.000000,1.282615
16840.000000,1.282292
16845.000000,1.281968
16850.000000,1.281645
16855.000000,1.281321
16860.000000,1.280998
16865.000000,1.280675
16870.000000,1.280352
16875.000000,1.280029
16880.000000,1.279706
16885.000000,1.279383
16890.000000,1.279060
16895.000000,1.278738
16900.000000,1.278415
16905.000000,1.278093
16910.000000,1.277771
16915.000000,1.277448
16920.000000,1.277126
16925.000000,1.276805
16930.000000,1.276483
16935.000000,1.276161
16940.000000,1.275839
16945.000000,1.275518
16950.000000,1.275196
16955.000000,1.274875
16960.000000,1.274554
16965.000000,1.274233
16970.000000,1.273912
16975.000000,1.273591
16980.000000,1.273270
16985.000000,1.272950
16990.000000,1.272629
16995.000000,1.272309
17000.000000,1.271988
17005.000000,1.271668
17010.000000,1.271348
17015.000000,1.271028
17020.000000,1.270708
17025.000000,1.270388
17030.000000,1.270068
17035.000000,1.269749
17040.000000,1.269429
17045.000000,1.269110
17050.000000,1.268790
17055.000000,1.268471
17060.000000,1.268152
17065.000000,1.267833
17070.000000,1.267514
17075.000000,1.267195
17080.000000,1.266877
17085.000000,1.266558
17090.000000,1.266240
17095.000000,1.265921
17100.000000,1.265603
17105.000000,1.265285
17110.000000,1.264967
17115.000000,1.264649
17120.000000,1.264331
17125.000000,1.264013
17130.000000,1.263696
17135.000000,1.263378
17140.000000,1.263061
17145.000000,1.262743
17150.000000,1.262426
17155.000000,1.262109
17160.000000,1.261792
17165.000000,1.261475
17170.000000,1.261158
17175.000000,1.260841
17180.000000,1.260525
17185.000000,1.260208
17190.000000,1.259892
17195.000000,1.259576
17200.000000,1.259259
17205.000000,1.258943
17210.000000,1.258627
17215.000000,1.258311
17220.000000,1.257996
17225.000000,1.257680
17230.000000,1.257364
17235.000000,1.257049
17240.000000,1.256734
17245.000000,1.256418
17250.000000,1.256103
17255.000000,1.255788
17260.000000,1.255473
17265.000000,1.255158
17270.000000,1.254843
17275.000000,1.254529
17280.000000,1.254214
17285.000000,1.253900
17290.000000,1.253585
17295.000000,1.253271
17300.000000,1.252957
17305.000000,1.252643
17310.000000,1.252329
17315.000000,1.252015
17320.000000,1.251701
17325.000000,1.251388
17330.000000,1.251074
17335.000000,1.250761
17340.000000,1.250448
17345.000000,1.250134
17350.000000,1.249821
17355.000000,1.249508
17360.000000,1.249195
17365.000000,1.248882
17370.000000,1.248570
17375.000000,1.248257
17380.000000,1.247945
17385.000000,1.247632
17390.000000,1.247320
17395.000000,1.247008
17400.000000,1.246696
17405.000000,1.246384
17410.000000,1.246072
17415.000000,1.245760
17420.000000,1.245448
17425.000000,1.245137
17430.000000,1.244825
17435.000000,1.244514
17440.000000,1.244202
17445.000000,1.243891
17450.000000,1.243580
17455.000000,1.243269
17460.000000,1.242958
17465.000000,1.242648
17470.000000,1.242337
17475.000000,1.242026
17480.000000,1.241716
17485.000000,1.241405
17490.000000,1.241095
17495.000000,1.240785
17500.000000,1.240475
17505.000000,1.240165
17510.000000,1.239855
17515.000000,1.239545
17520.000000,1.239236
17525.000000,1.238926
17530.000000,1.238616
17535.000000,1.238307
17540.000000,1.237998
17545.000000,1.237689
17550.000000,1.237380
17555.000000,1.237071
17560.000000,1.236762
17565.000000,1.236453
17570.000000,1.236144
17575.000000,1.235836
17580.000000,1.235527
17585.000000,1.235219
17590.000000,1.234911
17595.000000,1.234602
17600.000000,1.234294
17605.000000,1.233986
17610.000000,1.233679
17615.000000,1.233371
17620.000000,1.233063
17625.000000,1.232756
17630.000000,1.232448
17635.000000,1.232141
17640.000000,1.231833
17645.000000,1.231526
17650.000000,1.231219
17655.000000,1.230912
17660.000000,1.230605
17665.000000,1.230299
17670.000000,1.229992
17675.000000,1.229685
17680.000000,1.229379
17685.000000,1.229073
17690.000000,1.228766
17695.000000,1.228460
17700.000000,1.228154
17705.000000,1.227848
17710.000000,1.227542
17715.000000,1.227236
17720.000000,1.226931
17725.000000,1.226625
17730.000000,1.226320
17735.000000,1.226014
17740.000000,1.225709
17745.000000,1.225404
17750.000000,1.225099
17755.000000,1.224794
17760.000000,1.224489
17765.000000,1.224184
17770.000000,1.223879
17775.000000,1.223575
17780.000000,1.223270
17785.000000,1.222966
17790.000000,1.222662
17795.000000,1.222357
17800.000000,1.222053
17805.000000,1.221749
17810.000000,1.221445
17815.000000,1.221142
17820.000000,1.220838
17825.000000,1.220534
17830.000000,1.220231
17835.000000,1.219927
17840.000000,1.219624
17845.000000,1.219321
17850.000000,1.219018
17855.000000,1.218715
17860.000000,1.218412
17865.000000,1.218109
17870.000000,1.217806
17875.000000,1.217504
17880.000000,1.217201
17885.000000,1.216899
17890.000000,1.216596
17895.000000,1.216294
17900.000000,1.215992
17905.000000,1.215690
17910.000000,1.215388
17915.000000,1.215086
17920.000000,1.214785
17925.000000,1.214483
17930.000000,1.214181
17935.000000,1.213880
17940.000000,1.213579
17945.000000,1.213277
17950.000000,1.212976
17955.000000,1.212675
17960.000000,1.212374
17965.000000,1.212073
17970.000000,1.211773
17975.000000,1.211472
17980.000000,1.211171
17985.000000,1.210871
17990.000000,1.210571
17995.000000,1.210270
18000.000000,1.209970
18005.000000,1.209670
18010.000000,1.209370
18015.000000,1.209070
18020.000000,1.208770
18025.000000,1.208471
18030.000000,1.208171
18035.000000,1.207872
18040.000000,1.207572
18045.000000,1.207273
18050.000000,1.206974
18055.000000,1.206675
18060.000000,1.206376
18065.000000,1.206077
18070.000000,1.205778
18075.000000,1.205479
18080.000000,1.205180
18085.000000,1.204882
18090.000000,1.204584
18095.000000,1.204285
18100.000000,1.203987
18105.000000,1.203689
18110.000000,1.203391
18115.000000,1.203093
18120.000000,1.202795
18125.000000,1.202497
18130.000000,1.202200
18135.000000,1.201902
18140.000000,1.201605
18145.000000,1.201307
18150.000000,1.201010
18155.000000,1.200713
18160.000000,1.200416
18165.000000,1.200119
18170.000000,1.199822
18175.000000,1.199525
18180.000000,1.199228
18185.000000,1.198932
18190.000000,1.198635
18195.000000,1.198339
18200.000000,1.198042
18205.000000,1.197746
18210.000000,1.197450
18215.000000,1.197154
18220.000000,1.196858
18225.000000,1.196562
18230.000000,1.196267
18235.000000,1.195971
18240.000000,1.195675
18245.000000,1.195380
18250.000000,1.195085
18255.000000,1.194789
18260.000000,1.194494
18265.000000,1.194199
18270.000000,1.193904
18275.000000,1.193609
18280.000000,1.193314
18285.000000,1.193020
18290.000000,1.192725
18295.000000,1.192431
18300.000000,1.192136
18305.000000,1.191842
18310.000000,1.191548
18315.000000,1.191254
18320.000000,1.190960
18325.000000,1.190666
18330.000000,1.190372
18335.000000,1.190078
18340.000000,1.189784
18345.000000,1.189491
18350.000000,1.189197
18355.000000,1.188904
18360.000000,1.188611
18365.000000,1.188318
18370.000000,1.188025
18375.000000,1.187732
18380.000000,1.187439
18385.000000,1.187146
18390.000000,1.186853
18395.000000,1.186561
18400.000000,1.186268
18405.000000,1.185976
18410.000000,1.185683
18415.000000,1.185391
18420.000000,1.185099
18425.000000,1.184807
18430.000000,1.184515
18435.000000,1.184223
18440.000000,1.183931
18445.000000,1.183640
18450.000000,1.183348
18455.000000,1.183057
18460.000000,1.182765
18465.000000,1.182474
18470.000000,1.182183
18475.000000,1.181892
18480.000000,1.181601
18485.000000,1.181310
18490.000000,1.181019
18495.000000,1.180728
18500.000000,1.180438
18505.000000,1.180147
18510.000000,1.179857
18515.000000,1.179566
18520.000000,1.179276
18525.000000,1.178986
18530.000000,1.178696
18535.000000,1.178406
18540.000000,1.178116
18545.000000,1.177826
18550.000000,1.177537
18555.000000,1.177247
18560.000000,1.176958
18565.000000,1.176668
18570.000000,1.176379
18575.000000,1.176090
18580.000000,1.175801
18585.000000,1.175512
18590.000000,1.175223
18595.000000,1.174934
18600.000000,1.174645
18605.000000,1.174356
18610.000000,1.174068
18615.000000,1.173779
18620.000000,1.173491
18625.000000,1.173203
18630.000000,1.172914
18635.000000,1.172626
18640.000000,1.172338
18645.000000,1.172050
18650.000000,1.171763
18655.000000,1.171475
18660.000000,1.171187
18665.000000,1.170900
18670.000000,1.170612
18675.000000,1.170325
18680.000000,1.170038
18685.000000,1.169750
18690.000000,1.169463
18695.000000,1.169176
18700.000000,1.168889
18705.000000,1.168603
18710.000000,1.168316
18715.000000,1.168029
18720.000000,1.167743
18725.000000,1.167456
18730.000000,1.167170
18735.000000,1.166884
18740.000000,1.166598
18745.000000,1.166312
18750.000000,1.166026
18755.000000,1.165740
18760.000000,1.165454
18765.000000,1.165168
18770.000000,1.164883
18775.000000,1.164597
18780.000000,1.164312
18785.000000,1.164026
18790.000000,1.163741
18795.000000,1.163456
18800.000000,1.163171
18805.000000,1.162886
18810.000000,1.162601
18815.000000,1.162316
18820.000000,1.162032
18825.000000,1.161747
18830.000000,1.161463
18835.000000,1.161178
18840.000000,1.160894
18845.000000,1.160610
18850.000000,1.160325
18855.000000,1.160041
18860.000000,1.159757
18865.000000,1.159474
18870.000000,1.159190
18875.000000,1.158906
18880.000000,1.158623
18885.000000,1.158339
18890.000000,1.158056
18895.000000,1.157772
18900.000000,1.157489
18905.000000,1.157206
18910.000000,1.156923
18915.000000,1.156640
18920.000000,1.156357
18925.000000,1.156074
18930.000000,1.155792
18935.000000,1.155509
18940.000000,1.155227
18945.000000,1.154944
18950.000000,1.154662
18955.000000,1.154380
18960.000000,1.154098
18965.000000,1.153816
18970.000000,1.153534
18975.000000,1.153252
18980.000000,1.152970
18985.000000,1.152688
18990.000000,1.152407
18995.000000,1.152125
19000.000000,1.151844
19005.000000,1.151563
19010.000000,1.151281
19015.000000,1.151000
19020.000000,1.150719
19025.000000,1.150438
19030.000000,1.150157
19035.000000,1.149877
19040.000000,1.149596
19045.000000,1.149315
19050.000000,1.149035
19055.000000,1.148754
19060.000000,1.148474
19065.000000,1.148194
19070.000000,1.147914
19075.000000,1.147634
19080.000000,1.147354
19085.000000,1.147074
19090.000000,1.146794
19095.000000,1.146514
19100.000000,1.146235
19105.000000,1.145955
19110.000000,1.145676
19115.000000,1.145397
19120.000000,1.145117
19125.000000,1.144838
19130.000000,1.144559
19135.000000,1.144280
19140.000000,1.144001
19145.000000,1.143723
19150.000000,1.143444
19155.000000,1.143165
19160.000000,1.142887
19165.000000,1.142608
19170.000000,1.142330
19175.000000,1.142052
19180.000000,1.141774
19185.000000,1.141495
19190.000000,1.141217
19195.000000,1.140940
19200.000000,1.140662
19205.000000,1.140384
19210.000000,1.140106
19215.000000,1.139829
19220.000000,1.139551
19225.000000,1.139274
19230.000000,1.138997
19235.000000,1.138720
19240.000000,1.138443
19245.000000,1.138166
19250.000000,1.137889
19255.000000,1.137612
19260.000000,1.137335
19265.000000,1.137058
19270.000000,1.136782
19275.000000,1.136505
19280.000000,1.136229
19285.000000,1.135953
19290.000000,1.135677
19295.000000,1.135400
19300.000000,1.135124
19305.000000,1.134849
19310.000000,1.134573
19315.000000,1.134297
19320.000000,1.134021
19325.000000,1.133746
19330.000000,1.133470
19335.000000,1.133195
19340.000000,1.132919
19345.000000,1.132644
19350.000000,1.132369
19355.000000,1.132094
19360.000000,1.131819
19365.000000,1.131544
19370.000000,1.131269
19375.000000,1.130995
19380.000000,1.130720
19385.000000,1.130446
19390.000000,1.130171
19395.000000,1.129897
19400.000000,1.129623
19405.000000,1.129348
19410.000000,1.129074
19415.000000,1.128800
19420.000000,1.128527
19425.000000,1.128253
19430.000000,1.127979
19435.000000,1.127705
19440.000000,1.127432
19445.000000,1.127158
19450.000000,1.126885
19455.000000,1.126612
19460.000000,1.126339
19465.000000,1.126065
19470.000000,1.125792
19475.000000,1.125519
19480.000000,1.125247
19485.000000,1.124974
19490.000000,1.124701
19495.000000,1.124429
19500.000000,1.124156
19505.000000,1.123884
19510.000000,1.123611
19515.000000,1.123339
19520.000000,1.123067
19525.000000,1.122795
19530.000000,1.122523
19535.000000,1.122251
19540.000000,1.121979
19545.000000,1.121708
19550.000000,1.121436
19555.000000,1.121164
19560.000000,1.120893
19565.000000,1.120622
19570.000000,1.120350
19575.000000,1.120079
19580.000000,1.119808
19585.000000,1.119537
19590.000000,1.119266
19595.000000,1.118995
19600.000000,1.118725
19605.000000,1.118454
19610.000000,1.118183
19615.000000,1.117913
19620.000000,1.117642
19625.000000,1.117372
19630.000000,1.117102
19635.000000,1.116832
19640.000000,1.116562
19645.000000,1.116292
19650.000000,1.116022
19655.000000,1.115752
19660.000000,1.115482
19665.000000,1.115213
19670.000000,1.114943
19675.000000,1.114674
19680.000000,1.114404
19685.000000,1.114135
19690.000000,1.113866
19695.000000,1.113597
19700.000000,1.113328
19705.000000,1.113059
19710.000000,1.112790
19715.000000,1.112521
19720.000000,1.112253
19725.000000,1.111984
19730.000000,1.111716
19735.000000,1.111447
19740.000000,1.111179
19745.000000,1.110911
19750.000000,1.110642
19755.000000,1.110374
19760.000000,1.110106
19765.000000,1.109838
19770.000000,1.109571
19775.000000,1.109303
19780.000000,1.109035
19785.000000,1.108768
19790.000000,1.108500
19795.000000,1.108233
19800.000000,1.107966
19805.000000,1.107698
19810.000000,1.107431
19815.000000,1.107164
19820.000000,1.106897
19825.000000,1.106630
19830.000000,1.106364
19835.000000,1.106097
19840.000000,1.105830
19845.000000,1.105564
19850.000000,1.105297
19855.000000,1.105031
19860.000000,1.104765
19865.000000,1.104499
19870.000000,1.104233
19875.000000,1.103966
19880.000000,1.103701
19885.000000,1.103435
19890.000000,1.103169
19895.000000,1.102903
19900.000000,1.102638
19905.000000,1.102372
19910.000000,1.102107
19915.000000,1.101841
19920.000000,1.101576
19925.000000,1.101311
19930.000000,1.101046
19935.000000,1.100781
19940.000000,1.100516
19945.000000,1.100251
19950.000000,1.099987
19955.000000,1.099722
19960.000000,1.099457
19965.000000,1.099193
19970.000000,1.098928
19975.000000,1.098664
19980.000000,1.098400
19985.000000,1.098136
19990.000000,1.097872
19995.000000,1.097608
20000.000000,1.097344
20005.000000,1.097080
20010.000000,1.096816
20015.000000,1.096553
20020.000000,1.096289
20025.000000,1.096026
20030.000000,1.095762
20035.000000,1.095499
20040.000000,1.095236
20045.000000,1.094973
20050.000000,1.094710
20055.000000,1.094447
20060.000000,1.094184
20065.000000,1.093921
20070.000000,1.093658
20075.000000,1.093396
20080.000000,1.093133
20085.000000,1.092871
20090.000000,1.092608
20095.000000,1.092346
20100.000000,1.092084
20105.000000,1.091822
20110.000000,1.091560
20115.000000,1.091298
20120.000000,1.091036
20125.000000,1.090774
20130.000000,1.090513
20135.000000,1.090251
20140.000000,1.089989
20145.000000,1.089728
20150.000000,1.089467
20155.000000,1.089205
20160.000000,1.088944
20165.000000,1.088683
20170.000000,1.088422
20175.000000,1.088161
20180.000000,1.087900
20185.000000,1.087639
20190.000000,1.087379
20195.000000,1.087118
20200.000000,1.086858
20205.000000,1.086597
20210.000000,1.086337
20215.000000,1.086077
20220.000000,1.085816
20225.000000,1.085556
20230.000000,1.085296
20235.000000,1.085036
20240.000000,1.084776
20245.000000,1.084517
20250.000000,1.084257
20255.000000,1.083997
20260.000000,1.083738
20265.000000,1.083478
20270.000000,1.083219
20275.000000,1.082960
20280.000000,1.082701
20285.000000,1.082442
20290.000000,1.082182
20295.000000,1.081924
20300.000000,1.081665
20305.000000,1.081406
20310.000000,1.081147
20315.000000,1.080889
20320.000000,1.080630
20325.000000,1.080372
20330.000000,1.080113
20335.000000,1.079855
20340.000000,1.079597
20345.000000,1.079339
20350.000000,1.079081
20355.000000,1.078823
20360.000000,1.078565
20365.000000,1.078307
20370.000000,1.078049
20375.000000,1.077792
20380.000000,1.077534
20385.000000,1.077277
20390.000000,1.077019
20395.000000,1.076762
20400.000000,1.076505
20405.000000,1.076248
20410.000000,1.075991
20415.000000,1.075734
20420.000000,1.075477
20425.000000,1.075220
20430.000000,1.074963
20435.000000,1.074707
20440.000000,1.074450
20445.000000,1.074194
20450.000000,1.073937
20455.000000,1.073681
20460.000000,1.073425
20465.000000,1.073169
20470.000000,1.072913
20475.000000,1.072657
20480.000000,1.072401
20485.000000,1.072145
20490.000000,1.071889
20495.000000,1.071634
20500.000000,1.071378
20505.000000,1.071123
20510.000000,1.070867
20515.000000,1.070612
20520.000000,1.070357
20525.000000,1.070102
20530.000000,1.069846
20535.000000,1.069592
20540.000000,1.069337
20545.000000,1.069082
20550.000000,1.068827
20555.000000,1.068572
20560.000000,1.068318
20565.000000,1.068063
20570.000000,1.067809
20575.000000,1.067555
20580.000000,1.067300
20585.000000,1.067046
20590.000000,1.066792
20595.000000,1.066538
20600.000000,1.066284
20605.000000,1.066030
20610.000000,1.065776
20615.000000,1.065523
20620.000000,1.065269
20625.000000,1.065016
20630.000000,1.064762
20635.000000,1.064509
20640.000000,1.064256
20645.000000,1.064002
20650.000000,1.063749
20655.000000,1.063496
20660.000000,1.063243
20665.000000,1.062990
20670.000000,1.062738
20675.000000,1.062485
20680.000000,1.062232
20685.000000,1.061980
20690.000000,1.061727
20695.000000,1.061475
20700.000000,1.061223
20705.000000,1.060970
20710.000000,1.060718
20715.000000,1.060466
20720.000000,1.060214
20725.000000,1.059962
20730.000000,1.059710
20735.000000,1.059459
20740.000000,1.059207
20745.000000,1.058955
20750.000000,1.058704
20755.000000,1.058452
20760.000000,1.058201
20765.000000,1.057950
20770.000000,1.057699
20775.000000,1.057448
20780.000000,1.057197
20785.000000,1.056946
20790.000000,1.056695
20795.000000,1.056444
20800.000000,1.056193
20805.000000,1.055943
20810.000000,1.055692
20815.000000,1.055442
20820.000000,1.055191
20825.000000,1.054941
20830.000000,1.054691
20835.000000,1.054441
20840.000000,1.054191
20845.000000,1.053941
20850.000000,1.053691
20855.000000,1.053441
20860.000000,1.053191
20865.000000,1.052942
20870.000000,1.052692
20875.000000,1.052442
20880.000000,1.052193
20885.000000,1.051944
20890.000000,1.051694
20895.000000,1.051445
20900.000000,1.051196
20905.000000,1.050947
20910.000000,1.050698
20915.000000,1.050449
20920.000000,1.050201
20925.000000,1.049952
20930.000000,1.049703
20935.000000,1.049455
20940.000000,1.049206
20945.000000,1.048958
20950.000000,1.048710
20955.000000,1.048461
20960.000000,1.048213
20965.000000,1.047965
20970.000000,1.047717
20975.000000,1.047469
20980.000000,1.047221
20985.000000,1.046974
20990.000000,1.046726
20995.000000,1.046478
21000.000000,1.046231
21005.000000,1.045983
21010.000000,1.045736
21015.000000,1.045489
21020.000000,1.045242
21025.000000,1.044995
21030.000000,1.044748
21035.000000,1.044501
21040.000000,1.044254
21045.000000,1.044007
21050.000000,1.043760
21055.000000,1.043514
21060.000000,1.043267
21065.000000,1.043020
21070.000000,1.042774
21075.000000,1.042528
21080.000000,1.042282
21085.000000,1.042035
21090.000000,1.041789
21095.000000,1.041543
21100.000000,1.041297
21105.000000,1.041051
21110.000000,1.040806
21115.000000,1.040560
21120.000000,1.040314
21125.000000,1.040069
21130.000000,1.039823
21135.000000,1.039578
21140.000000,1.039333
21145.000000,1.039087
21150.000000,1.038842
21155.000000,1.038597
21160.000000,1.038352
21165.000000,1.038107
21170.000000,1.037863
21175.000000,1.037618
21180.000000,1.037373
21185.000000,1.037129
21190.000000,1.036884
21195.000000,1.036640
21200.000000,1.036395
21205.000000,1.036151
21210.000000,1.035907
21215.000000,1.035663
21220.000000,1.035419
21225.000000,1.035175
21230.000000,1.034931
21235.000000,1.034687
21240.000000,1.034443
21245.000000,1.034199
21250.000000,1.033956
21255.000000,1.033712
21260.000000,1.033469
21265.000000,1.033226
21270.000000,1.032982
21275.000000,1.032739
21280.000000,1.032496
21285.000000,1.032253
21290.000000,1.032010
21295.000000,1.031767
21300.000000,1.031524
21305.000000,1.031282
21310.000000,1.031039
21315.000000,1.030796
21320.000000,1.030554
21325.000000,1.030311
21330.000000,1.030069
21335.000000,1.029827
21340.000000,1.029585
21345.000000,1.029343
21350.000000,1.029101
21355.000000,1.028859
21360.000000,1.028617
21365.000000,1.028375
21370.000000,1.028133
21375.000000,1.027892
21380.000000,1.027650
21385.000000,1.027408
21390.000000,1.027167
21395.000000,1.026926
21400.000000,1.026684
21405.000000,1.026443
21410.000000,1.026202
21415.000000,1.025961
21420.000000,1.025720
21425.000000,1.025479
21430.000000,1.025239
21435.000000,1.024998
21440.000000,1.024757
21445.000000,1.024517
21450.000000,1.024276
21455.000000,1.024036
21460.000000,1.023795
21465.000000,1.023555
21470.000000,1.023315
21475.000000,1.023075
21480.000000,1.022835
21485.000000,1.022595
21490.000000,1.022355
21495.000000,1.022115
21500.000000,1.021875
21505.000000,1.021636
21510.000000,1.021396
21515.000000,1.021157
21520.000000,1.020917
21525.000000,1.020678
21530.000000,1.020439
21535.000000,1.020200
